                  Proc                 Proc ['P1,30 82 109 107']
                     .                    . ['P2,8 2250 278 2308']
                  This                 This ['P2,299 2244 427 2295']
               article              article ['P2,444 2243 628 2295']
                  must                 must ['P2,646 2250 790 2295']
             therefore            therefore ['P2,805 2243 1074 2295']
                    be                   be ['P2,1091 2243 1160 2295']
                hereby               hereby ['P2,1178 2243 1380 2307']
                marked               marked ['P2,1397 2243 1616 2295']
X                    ?                    " ['P2,1637 2244 2132 2297']
         advertisement        advertisement ['P2,1637 2244 2132 2297']
X                    ?                    " ['P2,1637 2244 2132 2297']
                    in                   in ['P2,8 2331 62 2382']
            accordance           accordance ['P2,84 2331 418 2383']
                  with                 with ['P2,443 2331 572 2383']
                    18                   18 ['P2,599 2332 660 2383']
                U.S.C.               U.S.C. ['P2,685 2331 890 2384']
X                    ?                    5 ['P2,921 2331 1084 2388']
                  1734                 1734 ['P2,921 2331 1084 2388']
                solely               solely ['P2,1109 2331 1279 2394']
                    to                   to ['P2,1302 2337 1361 2384']
              indicate             indicate ['P2,1385 2331 1615 2384']
                  this                 this ['P2,1639 2331 1744 2384']
                  fact                 fact ['P2,1766 2331 1894 2384']
                     .                    . ['P2,1766 2331 1894 2384']
              mination             mination ['P2,29 2410 334 2472']
                    of                   of ['P2,358 2410 435 2473']
                   101                  101 ['P2,455 2412 566 2472']
            mega-annum           mega-annum ['P2,594 2429 1066 2486']
                     ,                    , ['P2,594 2429 1066 2486']
                 based                based ['P2,1093 2411 1296 2473']
                    on                   on ['P2,1320 2430 1407 2474']
              detrital             detrital ['P2,1432 2411 1683 2473']
               zircons              zircons ['P2,1708 2411 1961 2474']
                  from                 from ['P2,1985 2411 2151 2474']
                     a                    a ['P2,27 2517 68 2561']
            bentonitic           bentonitic ['P2,92 2498 444 2562']
              mudstone             mudstone ['P2,473 2499 815 2563']
                    in                   in ['P2,845 2499 909 2562']
                   the                  the ['P2,937 2500 1046 2562']
                  unit                 unit ['P2,1075 2499 1211 2562']
                     (                    ( ['P2,1240 2500 1392 2573']
                    10                   10 ['P2,1240 2500 1392 2573']
                     )                    ) ['P2,1240 2500 1392 2573']
                     .                    . ['P2,1240 2500 1392 2573']
           Systematics          Systematics ['P2,27 2677 424 2753']
                    of                   of ['P2,450 2678 522 2738']
                   the                  the ['P2,542 2679 648 2739']
                  Utah                 Utah ['P2,676 2679 842 2738']
                Mammal               Mammal ['P2,870 2679 1180 2739']
                 Class                Class ['P2,27 2852 213 2915']
              Mammalia             Mammalia ['P2,243 2852 614 2915']
            Infraclass           Infraclass ['P2,106 2940 447 3003']
         Tribosphenida        Tribosphenida ['P2,475 2941 985 3018']
           Supercohort          Supercohort ['P2,186 3028 621 3104']
            Metatheria           Metatheria ['P2,649 3028 1033 3091']
                 Order                Order ['P2,265 3115 472 3178']
                   and                  and ['P2,498 3115 624 3178']
                Family               Family ['P2,653 3116 897 3191']
             uncertain            uncertain ['P2,927 3116 1258 3178']
            Kokopellia           Kokopellia ['P2,343 3202 724 3278']
                 juddi                juddi ['P2,741 3203 952 3278']
                     ,                    , ['P2,741 3203 952 3278']
